examine,id,metadata.examine,metadata.highalch,metadata.icon,metadata.id,metadata.limit,metadata.lowalch,metadata.members,metadata.name,metadata.value,name,price,price.high,price.highTime,price.low,price.lowTime,roi
I wonder if this is valuable.,11072,I wonder if this is valuable.,690,Sapphire bracelet.png,11072,10000,460,True,Sapphire bracelet,1150,Sapphire bracelet,,555,1760542124,575,1760563377,-0.034782608695652174
"Dragon crossbow bolts, tipped with sapphire.",21963,"Dragon crossbow bolts, tipped with sapphire.",450,Sapphire dragon bolts 5.png,21963,11000,300,True,Sapphire dragon bolts,750,Sapphire dragon bolts,,2900,1760560883,2840,1760562890,0.02112676056338028
"Enchanted Dragon crossbow bolts, tipped with sapphire.",21940,"Enchanted Dragon crossbow bolts, tipped with sapphire.",468,Sapphire dragon bolts (e) 5.png,21940,11000,312,True,Sapphire dragon bolts (e),780,Sapphire dragon bolts (e),,3071,1760563013,2998,1760562918,0.024349566377585057
There's a sapphire glacialis butterfly in here.,10018,There's a sapphire glacialis butterfly in here.,18,Sapphire glacialis (item).png,10018,125,12,True,Sapphire glacialis (item),30,Sapphire glacialis (item),,295,1760505459,101,1760519746,1.9207920792079207
There's a sapphire glacialis butterfly in here.,29198,There's a sapphire glacialis butterfly in here.,18,Sapphire glacialis mix (1).png,29198,,12,True,Sapphire glacialis mix (1),30,Sapphire glacialis mix (1),,632,1759911082,700,1760279782,-0.09714285714285714
There's a sapphire glacialis butterfly in here.,29180,There's a sapphire glacialis butterfly in here.,18,Sapphire glacialis mix (2).png,29180,,12,True,Sapphire glacialis mix (2),30,Sapphire glacialis mix (2),,1000,1760498595,900,1760271491,0.1111111111111111
I wonder if this is valuable.,1656,I wonder if this is valuable.,630,Sapphire necklace.png,1656,18000,420,False,Sapphire necklace,1050,Sapphire necklace,,510,1760562991,493,1760563283,0.034482758620689655
A valuable ring.,1637,A valuable ring.,540,Sapphire ring.png,1637,10000,360,False,Sapphire ring,900,Sapphire ring,,465,1760561844,477,1760563487,-0.025157232704402517
Not to be confused with a Sarachnis cuddle.,23528,Not to be confused with a Sarachnis cuddle.,72000,Sarachnis cudgel.png,23528,70,48000,True,Sarachnis cudgel,120001,Sarachnis cudgel,,113497,1760563296,110463,1760563218,0.02746621040529408
"A set containing a full helm, platebody, legs and kiteshield.",13040,"A set containing a full helm, platebody, legs and kiteshield.",48000,Saradomin armour set (lg).png,13040,8,32000,False,Saradomin armour set (lg),80000,Saradomin armour set (lg),,227000,1760561797,174338,1760559592,0.3020683958746802
"A set containing a full helm, platebody, skirt and kiteshield.",13042,"A set containing a full helm, platebody, skirt and kiteshield.",48000,Saradomin armour set (sk).png,13042,8,32000,False,Saradomin armour set (sk),80000,Saradomin armour set (sk),,242450,1760558464,225661,1760533803,0.07439920943361945
Saradomin blessed dragonhide vambraces.,10384,Saradomin blessed dragonhide vambraces.,2400,Saradomin bracers.png,10384,8,1600,True,Saradomin bracers,4000,Saradomin bracers,,28366,1760562924,17722,1760562035,0.6006094120302449
1 dose of Saradomin brew.,6691,1 dose of Saradomin brew.,75,Saradomin brew(1).png,6691,2000,50,True,Saradomin brew(1),125,Saradomin brew(1),,2167,1760559100,2109,1760563367,0.027501185395922237
2 doses of Saradomin brew.,6689,2 doses of Saradomin brew.,90,Saradomin brew(2).png,6689,2000,60,True,Saradomin brew(2),150,Saradomin brew(2),,4342,1760543262,4223,1760563340,0.028179019654274214
3 doses of Saradomin brew.,6687,3 doses of Saradomin brew.,105,Saradomin brew(3).png,6687,2000,70,True,Saradomin brew(3),175,Saradomin brew(3),,6493,1760560939,6461,1760563337,0.004952793685188052
4 doses of Saradomin brew.,6685,4 doses of Saradomin brew.,120,Saradomin brew(4).png,6685,2000,80,True,Saradomin brew(4),200,Saradomin brew(4),,8800,1760563488,8553,1760563471,0.028878755992049573
Saradomin blessed dragonhide chaps.,10388,Saradomin blessed dragonhide chaps.,3600,Saradomin chaps.png,10388,8,2400,True,Saradomin chaps,6000,Saradomin chaps,,210707,1760561913,210000,1760562863,0.0033666666666666667
A Saradomin cloak.,10446,A Saradomin cloak.,1200,Saradomin cloak.png,10446,8,800,True,Saradomin cloak,2000,Saradomin cloak,,40961,1760562922,45271,1760562760,-0.09520443551059177
Saradomin blessed dragonhide coif.,10390,Saradomin blessed dragonhide coif.,1200,Saradomin coif.png,10390,8,800,True,Saradomin coif,2000,Saradomin coif,,89734,1760563159,84000,1760563001,0.06826190476190476
A Saradomin crozier.,10440,A Saradomin crozier.,3000,Saradomin crozier.png,10440,8,2000,True,Saradomin crozier,5000,Saradomin crozier,,5999,1760561942,3000,1760559203,0.9996666666666667
Saradomin blessed dragonhide body armour.,10386,Saradomin blessed dragonhide body armour.,7800,Saradomin d'hide body.png,10386,8,5200,True,Saradomin d'hide body,13000,Saradomin d'hide body,,120000,1760563359,105000,1760562040,0.14285714285714285
Saradomin blessed dragonhide boots.,19933,Saradomin blessed dragonhide boots.,5580,Saradomin d'hide boots.png,19933,8,3720,True,Saradomin d'hide boots,9300,Saradomin d'hide boots,,336812,1760563259,328131,1760563053,0.02645589718740381
Saradomin blessed wooden shield covered in dragon leather.,23191,Saradomin blessed wooden shield covered in dragon leather.,17000,Saradomin d'hide shield.png,23191,8,11333,True,Saradomin d'hide shield,28334,Saradomin d'hide shield,,320000,1760563484,276903,1760563488,0.1556393394076626
"A set containing a Saradomin dragonhide coif, body, chaps and vambraces.",13163,"A set containing a Saradomin dragonhide coif, body, chaps and vambraces.",5400,Saradomin dragonhide set.png,13163,8,3600,True,Saradomin dragonhide set,9000,Saradomin dragonhide set,,505999,1760557893,475000,1760555051,0.06526105263157894
Rune full helmet in the colours of Saradomin.,2665,Rune full helmet in the colours of Saradomin.,21120,Saradomin full helm.png,2665,8,14080,False,Saradomin full helm,35200,Saradomin full helm,,64562,1760553411,61458,1760561484,0.050506036642910604
"A gracious, heavy sword.",11806,"A gracious, heavy sword.",750000,Saradomin godsword.png,11806,8,500000,True,Saradomin godsword,1250000,Saradomin godsword,,24000000,1760563385,23691321,1760562575,0.013029201706397039
Use on a Saradomin godsword to make it look fancier!,20074,Use on a Saradomin godsword to make it look fancier!,3000,Saradomin godsword ornament kit.png,20074,4,2000,True,Saradomin godsword ornament kit,5000,Saradomin godsword ornament kit,,11650000,1760561577,10000000,1760561844,0.165
Brimming with potential.,11814,Brimming with potential.,300000,Saradomin hilt.png,11814,10000,200000,True,Saradomin hilt,500000,Saradomin hilt,,20757500,1760491381,23230230,1760558677,-0.10644449064860743
Rune kiteshield in the colours of Saradomin.,2667,Rune kiteshield in the colours of Saradomin.,32640,Saradomin kiteshield.png,2667,8,21760,False,Saradomin kiteshield,54400,Saradomin kiteshield,,55437,1760562688,55289,1760563361,0.002676843495089439
A Saradomin mitre.,10452,A Saradomin mitre.,3000,Saradomin mitre.png,10452,8,2000,True,Saradomin mitre,5000,Saradomin mitre,,14221,1760562724,12500,1760562606,0.13768
A Saradomin Mjolnir.,6762,A Saradomin Mjolnir.,375,Saradomin mjolnir.png,6762,8,250,True,Saradomin mjolnir,625,Saradomin mjolnir,,5635,1760489162,5551,1760562905,0.015132408575031526
This seems to have been torn from a book...,3827,This seems to have been torn from a book...,120,Saradomin page 1.png,3827,5,80,True,Saradomin page 1,200,Saradomin page 1,,3000,1760561601,1550,1760562470,0.9354838709677419
This seems to have been torn from a book...,3828,This seems to have been torn from a book...,120,Saradomin page 2.png,3828,5,80,True,Saradomin page 2,200,Saradomin page 2,,1512,1760562229,1628,1760563482,-0.07125307125307126
This seems to have been torn from a book...,3829,This seems to have been torn from a book...,120,Saradomin page 3.png,3829,5,80,True,Saradomin page 3,200,Saradomin page 3,,2340,1760561645,1700,1760563408,0.3764705882352941
This seems to have been torn from a book...,3830,This seems to have been torn from a book...,120,Saradomin page 4.png,3830,5,80,True,Saradomin page 4,200,Saradomin page 4,,3956,1760561655,1636,1760563049,1.4180929095354524
Rune platebody in the colours of Saradomin.,2661,Rune platebody in the colours of Saradomin.,39000,Saradomin platebody.png,2661,8,26000,False,Saradomin platebody,65000,Saradomin platebody,,60560,1760561779,60000,1760561479,0.009333333333333334
Rune platelegs in the colours of Saradomin.,2663,Rune platelegs in the colours of Saradomin.,38400,Saradomin platelegs.png,2663,8,25600,False,Saradomin platelegs,64000,Saradomin platelegs,,41918,1760562770,39000,1760563281,0.07482051282051282
Rune plateskirt in the colours of Saradomin.,3479,Rune plateskirt in the colours of Saradomin.,38400,Saradomin plateskirt.png,3479,8,25600,False,Saradomin plateskirt,64000,Saradomin plateskirt,,37017,1760545529,40000,1760562170,-0.074575
Leggings from the Saradomin Vestments.,10464,Leggings from the Saradomin Vestments.,4200,Saradomin robe legs.png,10464,8,2800,True,Saradomin robe legs,7000,Saradomin robe legs,,53000,1760561893,44566,1760562864,0.18924740833819503
Saradomin Vestments.,10458,Saradomin Vestments.,4200,Saradomin robe top.png,10458,8,2800,True,Saradomin robe top,7000,Saradomin robe top,,63266,1760562818,59034,1760559104,0.07168750211742386
A Saradomin stole.,10470,A Saradomin stole.,1500,Saradomin stole.png,10470,8,1000,True,Saradomin stole,2500,Saradomin stole,,6000,1760560631,3365,1760559200,0.7830609212481426
The incredible blade of an Icyene.,11838,The incredible blade of an Icyene.,78000,Saradomin sword.png,11838,8,52000,True,Saradomin sword,130000,Saradomin sword,,132802,1760563463,121000,1760563343,0.09753719008264462
The starlight enlightens your mind to dispel the darkness of Zamorakian evil.,13256,The starlight enlightens your mind to dispel the darkness of Zamorakian evil.,20760,Saradomin's light.png,13256,5,13840,True,Saradomin's light,34600,Saradomin's light,,67999,1760559822,42500,1760558069,0.5999764705882353
"After a terrible battle, Saradomin wept over the wounds of his faithful Zilyana.",12804,"After a terrible battle, Saradomin wept over the wounds of his faithful Zilyana.",24000,Saradomin's tear.png,12804,50,16000,True,Saradomin's tear,40000,Saradomin's tear,,5190666,1760557931,4810666,1760555635,0.0789911417670651
Some nicely cooked sardines.,325,Some nicely cooked sardines.,6,Sardine.png,325,6000,4,False,Sardine,10,Sardine,,26,1760562795,26,1760563018,0.0
This heart holds an ancient magical power within.,27641,This heart holds an ancient magical power within.,1,Saturated heart.png,27641,8,1,True,Saturated heart,1,Saturated heart,,103825598,1760563129,101325000,1760563246,0.02467898346903528
Good for cutting wood.,8794,Good for cutting wood.,6,Saw.png,8794,40,4,True,Saw,10,Saw,,293,1760563431,220,1760563057,0.33181818181818185
Used to provide additional planks at the sawmill.,28628,Used to provide additional planks at the sawmill.,1,Sawmill voucher.png,28628,,1,True,Sawmill voucher,1,Sawmill voucher,,3259,1760542715,3108,1760562910,0.04858429858429859
A scaled blue dragonhide.,27897,A scaled blue dragonhide.,1,Scaly blue dragonhide.png,27897,,1,True,Scaly blue dragonhide,1,Scaly blue dragonhide,,668,1760560467,668,1760563401,0.0
A bowl of scrambled egg.,7078,A bowl of scrambled egg.,4,Scrambled egg.png,7078,13000,3,True,Scrambled egg,8,Scrambled egg,,4899,1760207325,68,1760207332,71.04411764705883
A powerful scythe. It is currently uncharged.,22486,A powerful scythe. It is currently uncharged.,2400000,Scythe of vitur (uncharged).png,22486,8,1600000,True,Scythe of vitur (uncharged),4000000,Scythe of vitur (uncharged),,1407000000,1760562999,1407000000,1760562275,0.0
Tasty!,397,Tasty!,120,Sea turtle.png,397,10000,80,True,Sea turtle,200,Sea turtle,,1197,1760563451,1150,1760563072,0.0408695652173913
It's still warm to the touch.,28931,It's still warm to the touch.,120,Searing page.png,28931,,80,True,Searing page,200,Searing page,,13739,1760563240,13022,1760563483,0.05506066656427584
Sardine flavoured with doogle leaves.,1552,Sardine flavoured with doogle leaves.,6,Seasoned sardine.png,1552,15,4,True,Seasoned sardine,10,Seasoned sardine,,534,1760561245,534,1760546499,0.0
Slightly damp seaweed.,401,Slightly damp seaweed.,1,Seaweed.png,401,13000,1,True,Seaweed,2,Seaweed,,9,1760562959,8,1760563323,0.125
A seaweed spore - plant in a seaweed patch.,21490,A seaweed spore - plant in a seaweed patch.,12,Seaweed spore 5.png,21490,600,8,True,Seaweed spore,20,Seaweed spore,,125,1760563174,118,1760557353,0.059322033898305086
Good for pruning away diseased leaves.,5329,Good for pruning away diseased leaves.,3,Secateurs.png,5329,40,2,True,Secateurs,5,Secateurs,,53,1760563467,10,1760560592,4.3
Collects leaves when chopping trees.,28161,Collects leaves when chopping trees.,1,Secateurs attachment.png,28161,10000,1,True,Secateurs attachment,1,Secateurs attachment,,99,1760562948,50,1760557983,0.98
An ingredient for the secateurs attachment.,28159,An ingredient for the secateurs attachment.,1,Secateurs blade.png,28159,,1,True,Secateurs blade,1,Secateurs blade,,4700,1760559087,4684,1760395546,0.0034158838599487617
WARNING: Contains information which could make your account secure!,9003,WARNING: Contains information which could make your account secure!,1,Security book.png,9003,15,1,False,Security book,2,Security book,,418,1760554675,280,1760562539,0.4928571428571429
Use this to plant seeds with.,5343,Use this to plant seeds with.,3,Seed dibber.png,5343,40,2,True,Seed dibber,6,Seed dibber,,157,1760563372,156,1760562139,0.00641025641025641
An ancient Fremennik bow that was once used to battle the Moon Clan.,6724,An ancient Fremennik bow that was once used to battle the Moon Clan.,4800,Seercull.png,6724,8,3200,True,Seercull,8000,Seercull,,34129,1760563253,26500,1760561077,0.28788679245283016
The icon of an archer.,28304,The icon of an archer.,1,Seers icon.png,28304,,1,True,Seers icon,1,Seers icon,,1089829,1760562390,1144320,1760466246,-0.047618673098434004
A mysterious ring that can fill the wearer with magical power...,6731,A mysterious ring that can fill the wearer with magical power...,6000,Seers ring.png,6731,8,4000,True,Seers ring,10000,Seers ring,,1026730,1760563057,1011012,1760563487,0.015546798653230625
A teleport to Senntisten.,12782,A teleport to Senntisten.,1,Senntisten teleport (tablet).png,12782,10000,1,True,Senntisten teleport (tablet),1,Senntisten teleport (tablet),,738,1760563198,659,1760562856,0.11987860394537178
Needs to be charged with Zulrah's scales.,12929,Needs to be charged with Zulrah's scales.,66000,Serpentine helm (uncharged).png,12929,8,44000,True,Serpentine helm (uncharged),110000,Serpentine helm (uncharged),,4215883,1760563204,4160904,1760563451,0.013213234431748485
Maybe you could use a chisel to craft this into a helmet.,12927,Maybe you could use a chisel to craft this into a helmet.,63000,Serpentine visage.png,12927,5,42000,True,Serpentine visage,105000,Serpentine visage,,4165650,1760561460,4141111,1760563453,0.005925704478822229
1 dose serum 207 as described in Herbi Flax's diary.,3414,1 dose serum 207 as described in Herbi Flax's diary.,6,Serum 207 (1).png,3414,2000,4,True,Serum 207 (1),11,Serum 207 (1),,12,1760556139,6,1760555910,1.0
2 doses serum 207 as described in Herbi Flax's diary.,3412,2 doses serum 207 as described in Herbi Flax's diary.,7,Serum 207 (2).png,3412,2000,5,True,Serum 207 (2),13,Serum 207 (2),,6,1760544474,6,1760546709,0.0
3 doses serum 207 as described in Herbi Flax's diary.,3410,3 doses serum 207 as described in Herbi Flax's diary.,7,Serum 207 (3).png,3410,2000,5,True,Serum 207 (3),13,Serum 207 (3),,12,1760471300,39,1760562982,-0.6923076923076923
4 doses serum 207 as described in Herbi Flax's diary.,3408,4 doses serum 207 as described in Herbi Flax's diary.,8,Serum 207 (4).png,3408,2000,5,True,Serum 207 (4),14,Serum 207 (4),,25,1760559708,20,1760560440,0.25
"If a shade had knees, this would keep them nice and warm.",548,"If a shade had knees, this would keep them nice and warm.",18,Shade robe.png,548,125,12,False,Shade robe,30,Shade robe,,424,1760560757,103,1760560745,3.116504854368932
I feel closer to the gods when I am wearing this.,546,I feel closer to the gods when I am wearing this.,24,Shade robe top.png,546,125,16,False,Shade robe top,40,Shade robe top,,485,1760560746,350,1760562879,0.38571428571428573
Large glistening bones which glow with a pale yellow aura.,3123,Large glistening bones which glow with a pale yellow aura.,1,Shaikahan bones.png,3123,7500,1,True,Shaikahan bones,1,Shaikahan bones,,6421,1760562572,6421,1760562573,0.0
The mask worn by ogre shamans.,21838,The mask worn by ogre shamans.,4800,Shaman mask.png,21838,125,3200,False,Shaman mask,8000,Shaman mask,,16087,1760552089,16083,1760560374,0.0002487098178200584
Allows you to pass through the Shantay pass into the Kharid Desert.,1854,Allows you to pass through the Shantay pass into the Kharid Desert.,3,Shantay pass (item).png,1854,18000,2,True,Shantay pass (item),5,Shantay pass (item),,24,1760562366,24,1760563022,0.0
I'd better be careful eating this.,385,I'd better be careful eating this.,102,Shark.png,385,10000,68,True,Shark,170,Shark,,844,1760563488,831,1760563482,0.015643802647412757
Sharks just can't get enough of these,30900,Sharks just can't get enough of these,6,Shark lure.png,30900,10000,4,True,Shark lure,10,Shark lure,,269,1760563364,261,1760563485,0.03065134099616858
A banner showcasing the colours of Leagues III - Shattered Relics.,26424,A banner showcasing the colours of Leagues III - Shattered Relics.,1,Shattered banner.png,26424,,1,True,Shattered banner,1,Shattered banner,,159535,1760452295,204631,1760485987,-0.22037716670494695
The boots of a Shattered Relic Hunter.,26436,The boots of a Shattered Relic Hunter.,1,Shattered boots (t1).png,26436,,1,True,Shattered boots (t1),1,Shattered boots (t1),,3000,1760542020,5000,1760529368,-0.4
The boots of a Shattered Relic Hunter.,26448,The boots of a Shattered Relic Hunter.,1,Shattered boots (t2).png,26448,,1,True,Shattered boots (t2),1,Shattered boots (t2),,164380,1760297715,22189,1760307273,6.408175221956825
The boots of a Shattered Relic Hunter.,26460,The boots of a Shattered Relic Hunter.,1,Shattered boots (t3).png,26460,,1,True,Shattered boots (t3),1,Shattered boots (t3),,381039,1760397159,487529,1760472703,-0.2184280319734826
The cane of a Shattered relic hunter.,26517,The cane of a Shattered relic hunter.,1,Shattered cane.png,26517,,1,True,Shattered cane,1,Shattered cane,,4111000,1760544819,4255000,1760536740,-0.03384253819036428
An ornamental kit for the Dwarf multicannon in the style of Leagues III - Shattered Relics.,26528,An ornamental kit for the Dwarf multicannon in the style of Leagues III - Shattered Relics.,1,Shattered cannon ornament kit.png,26528,5,1,True,Shattered cannon ornament kit,1,Shattered cannon ornament kit,,622901,1760563141,527470,1760562035,0.18092213775191007
The headgear of a Shattered Relic Hunter.,26427,The headgear of a Shattered Relic Hunter.,1,Shattered hood (t1).png,26427,,1,True,Shattered hood (t1),1,Shattered hood (t1),,227032,1760543695,227032,1760445561,0.0
The headgear of a Shattered Relic Hunter.,26439,The headgear of a Shattered Relic Hunter.,1,Shattered hood (t2).png,26439,,1,True,Shattered hood (t2),1,Shattered hood (t2),,290484,1760214491,498066,1760463639,-0.4167760899157943
The headgear of a Shattered Relic Hunter.,26451,The headgear of a Shattered Relic Hunter.,1,Shattered hood (t3).png,26451,,1,True,Shattered hood (t3),1,Shattered hood (t3),,2370000,1760538587,2200000,1760558232,0.07727272727272727
"A set containing Shattered boots (t1), Shattered trousers (t1), Shattered top (t1) and Shattered hood (t1).",26554,"A set containing Shattered boots (t1), Shattered trousers (t1), Shattered top (t1) and Shattered hood (t1).",1,Shattered relic hunter (t1) armour set.png,26554,,1,True,Shattered relic hunter (t1) armour set,1,Shattered relic hunter (t1) armour set,,450000,1760552033,205137,1759800721,1.1936559470012724
"A set containing Shattered boots (t2), Shattered trousers (t2), Shattered top (t2) and Shattered hood (t2).",26557,"A set containing Shattered boots (t2), Shattered trousers (t2), Shattered top (t2) and Shattered hood (t2).",1,Shattered relic hunter (t2) armour set.png,26557,,1,True,Shattered relic hunter (t2) armour set,1,Shattered relic hunter (t2) armour set,,1400000,1760552014,701000,1760350464,0.9971469329529244
"A set containing Shattered boots (t3), Shattered trousers (t3), Shattered top (t3) and Shattered hood (t3).",26560,"A set containing Shattered boots (t3), Shattered trousers (t3), Shattered top (t3) and Shattered hood (t3).",1,Shattered relic hunter (t3) armour set.png,26560,,1,True,Shattered relic hunter (t3) armour set,1,Shattered relic hunter (t3) armour set,,7500000,1760552022,6726000,1760525395,0.11507582515611062
A kit that can be used to apply a Leagues III - Shattered Relics theme to a blue Mystic robe piece.,26541,A kit that can be used to apply a Leagues III - Shattered Relics theme to a blue Mystic robe piece.,1,Shattered relics mystic ornament kit.png,26541,5,1,True,Shattered relics mystic ornament kit,1,Shattered relics mystic ornament kit,,75000,1760551724,69000,1760562808,0.08695652173913043
"A kit that can be used to apply a Leagues III - Shattered Relics theme to an Abyssal whip or Tentacle, Rune crossbow or God book piece.",26421,"A kit that can be used to apply a Leagues III - Shattered Relics theme to an Abyssal whip or Tentacle, Rune crossbow or God book piece.",1,Shattered relics variety ornament kit.png,26421,5,1,True,Shattered relics variety ornament kit,1,Shattered relics variety ornament kit,,868230,1760562543,830004,1760562073,0.04605519973397718
A kit that can be used on void armour to theme it to Leagues III - Shattered Relics.,26479,A kit that can be used on void armour to theme it to Leagues III - Shattered Relics.,1,Shattered relics void ornament kit.png,26479,5,1,True,Shattered relics void ornament kit,1,Shattered relics void ornament kit,,582678,1760563135,516309,1760561846,0.12854511542506522
A scroll which unlocks the Shattered Relics home teleport animation.,26500,A scroll which unlocks the Shattered Relics home teleport animation.,1,Shattered teleport scroll.png,26500,,1,True,Shattered teleport scroll,1,Shattered teleport scroll,,736349,1760536703,722945,1760556694,0.018540829523684375
The shirt of a Shattered Relic Hunter.,26430,The shirt of a Shattered Relic Hunter.,1,Shattered top (t1).png,26430,,1,True,Shattered top (t1),1,Shattered top (t1),,44993,1760494105,21000,1760452031,1.1425238095238095
The shirt of a Shattered Relic Hunter.,26442,The shirt of a Shattered Relic Hunter.,1,Shattered top (t2).png,26442,,1,True,Shattered top (t2),1,Shattered top (t2),,190798,1760214445,80000,1760466542,1.384975
The shirt of a Shattered Relic Hunter.,26454,The shirt of a Shattered Relic Hunter.,1,Shattered top (t3).png,26454,,1,True,Shattered top (t3),1,Shattered top (t3),,1464500,1760159016,951000,1760558229,0.5399579390115667
The trousers of a Shattered Relic Hunter.,26433,The trousers of a Shattered Relic Hunter.,1,Shattered trousers (t1).png,26433,,1,True,Shattered trousers (t1),1,Shattered trousers (t1),,1,1760542060,5005,1760272527,-0.9998001998001999
The trousers of a Shattered Relic Hunter.,26445,The trousers of a Shattered Relic Hunter.,1,Shattered trousers (t2).png,26445,,1,True,Shattered trousers (t2),1,Shattered trousers (t2),,190223,1760214471,100000,1759973157,0.90223
The trousers of a Shattered Relic Hunter.,26457,The trousers of a Shattered Relic Hunter.,1,Shattered trousers (t3).png,26457,,1,True,Shattered trousers (t3),1,Shattered trousers (t3),,2050000,1760525291,2050000,1760558236,0.0
How does it all fit in there?,8596,How does it all fit in there?,6,Shaving stand (flatpack).png,8596,500,4,True,Shaving stand (flatpack),10,Shaving stand (flatpack),,12,1758440647,13,1753283843,-0.07692307692307693
A war torn banner baring the sigil of house Shayzien.,20263,A war torn banner baring the sigil of house Shayzien.,42,Shayzien banner.png,20263,4,28,True,Shayzien banner,70,Shayzien banner,,2100,1760537622,2000,1760560527,0.05
A rare hood from Shayzien.,20125,A rare hood from Shayzien.,1,Shayzien hood.png,20125,4,1,True,Shayzien hood,1,Shayzien hood,,3141,1760525373,4217,1760563454,-0.25515769504387004
A red scarf adorned with a skull.,19955,A red scarf adorned with a skull.,6000,Shayzien scarf.png,19955,4,4000,True,Shayzien scarf,10000,Shayzien scarf,,15000,1760496895,5192,1760554824,1.889060092449923
For shearing sheep.,1735,For shearing sheep.,1,Shears.png,1735,40,1,False,Shears,1,Shears,,69,1760563352,57,1760549104,0.21052631578947367
The left half of a dragon square shield.,2366,The left half of a dragon square shield.,66000,Shield left half.png,2366,50,44000,True,Shield left half,110000,Shield left half,,68040,1760562969,64950,1760563376,0.04757505773672056
The right half of a dragon square shield.,2368,The right half of a dragon square shield.,300000,Shield right half.png,2368,50,200000,True,Shield right half,500000,Shield right half,,790000,1760562979,757575,1760487018,0.0428010428010428
Allows you passage on the 'Lady of the waves' ship.,621,Allows you passage on the 'Lady of the waves' ship.,3,Ship ticket.png,621,18000,2,True,Ship ticket,5,Ship ticket,,3500,1760039953,500,1760562285,6.0
Tiny!,5030,Tiny!,270,Shirt (brown).png,5030,150,180,True,Shirt (brown),450,Shirt (brown),,779,1760543114,792,1760029246,-0.016414141414141416
Tiny!,5034,Tiny!,375,Shirt (lilac).png,5034,150,250,True,Shirt (lilac),625,Shirt (lilac),,974,1760560564,27,1760562814,35.074074074074076
Tiny!,5032,Tiny!,360,Shirt (yellow).png,5032,150,240,True,Shirt (yellow),600,Shirt (yellow),,1085,1760547587,1085,1760400524,0.0
How does it all fit in there?,8610,How does it all fit in there?,6,Shoe box (flatpack).png,8610,500,4,True,Shoe box (flatpack),10,Shoe box (flatpack),,1,1759899272,100,1757398008,-0.99
A Short Green Guy... looks good.,2080,A Short Green Guy... looks good.,18,Short green guy.png,2080,2000,12,True,Short green guy,30,Short green guy,,9990,1760562731,850,1760546874,10.75294117647059
Short but effective.,841,Short but effective.,30,Shortbow.png,841,18000,20,False,Shortbow,50,Shortbow,,28,1760563024,10,1760563461,1.8
I need to find a string for this.,50,I need to find a string for this.,13,Shortbow (u).png,50,10000,9,True,Shortbow (u),23,Shortbow (u),,5,1760562730,4,1760561324,0.25
"Blue shorts, these would look great on dwarves!",5046,"Blue shorts, these would look great on dwarves!",234,Shorts (blue).png,5046,150,156,True,Shorts (blue),390,Shorts (blue),,4500,1760559506,3941,1760558182,0.14184217203755392
"These look great, on dwarves!",5042,"These look great, on dwarves!",168,Shorts (brown).png,5042,150,112,True,Shorts (brown),280,Shorts (brown),,10000,1760559674,10000,1760559673,0.0
Yellow shorts. Far too small for you.,5044,Yellow shorts. Far too small for you.,216,Shorts (yellow).png,5044,150,144,True,Shorts (yellow),360,Shorts (yellow),,807,1760562824,1687,1760525370,-0.5216360403082395
Polly want a cracker?,23300,Polly want a cracker?,600,Shoulder parrot.png,23300,4,400,False,Shoulder parrot,1000,Shoulder parrot,,319397,1760563452,305111,1760562456,0.046822304013949025
Some nicely cooked shrimp.,315,Some nicely cooked shrimp.,3,Shrimps.png,315,6000,2,False,Shrimps,5,Shrimps,,31,1760563320,34,1760563489,-0.08823529411764706
A shrunk ogleroot! How odd...,11205,A shrunk ogleroot! How odd...,1,Shrunk ogleroot 5.png,11205,15,1,True,Shrunk ogleroot,2,Shrunk ogleroot,,565,1760529428,565,1760555021,0.0
Used to make sickles.,2976,Used to make sickles.,6,Sickle mould.png,2976,40,4,True,Sickle mould,10,Sickle mould,,500,1760556509,500,1760556303,0.0
A power enhancing sigil not yet attuned to you.,29664,A power enhancing sigil not yet attuned to you.,1,Sigil of adroit.png,29664,,1,True,Sigil of adroit,1,Sigil of adroit,,,,,,
A power enhancing sigil not yet attuned to you.,26132,A power enhancing sigil not yet attuned to you.,1,Sigil of aggression.png,26132,4,1,True,Sigil of aggression,0,Sigil of aggression,,,,,,
A power enhancing sigil not yet attuned to you.,28493,A power enhancing sigil not yet attuned to you.,,Sigil of agile fortune.png,28493,,,True,Sigil of agile fortune,10000,Sigil of agile fortune,,,,,,
A power enhancing sigil not yet attuned to you.,29679,A power enhancing sigil not yet attuned to you.,1,Sigil of arcane swiftness.png,29679,,1,True,Sigil of arcane swiftness,1,Sigil of arcane swiftness,,,,,,
A power enhancing sigil not yet attuned to you.,26009,A power enhancing sigil not yet attuned to you.,1,Sigil of barrows.png,26009,10,1,True,Sigil of barrows,0,Sigil of barrows,,,,,,
A power enhancing sigil not yet attuned to you.,26066,A power enhancing sigil not yet attuned to you.,1,Sigil of binding.png,26066,8,1,True,Sigil of binding,0,Sigil of binding,,,,,,
A power enhancing sigil not yet attuned to you.,25994,A power enhancing sigil not yet attuned to you.,1,Sigil of consistency.png,25994,10,1,True,Sigil of consistency,0,Sigil of consistency,,,,,,
A power enhancing sigil not yet attuned to you.,29658,A power enhancing sigil not yet attuned to you.,1,Sigil of deception.png,29658,,1,True,Sigil of deception,1,Sigil of deception,,,,,,
